picnum	ename	gname	sname	iname	bname	hname	cname	egoodrt	ggoodrt	sgoodrt	igoodrt	bgoodrt	hgoodrt	cgoodrt	enoname	gnoname	snoname	inoname	bnoname	hnoname	cnoname	ebadrt	gbadrt	sbadrt	ibadrt	bbadrt	hbadrt	cbadrt	etype	gtype	stype	itype	btype	htype	ctype	estatu	gstatu	sstatu	istatu	bstatu	hstatu	cstatu	elex1	glex1	slex1	ilex1	blex1	hlex1	clex1	elex2	glex2	slex2	ilex2	blex2	hlex2	clex2	elex3	glex3	slex3	ilex3	blex3	hlex3	clex3	elex4	glex4	slex4	ilex4	blex4	hlex4	clex4	elex13	glex13	slex13	ilex13	blex13	hlex13	clex13	erttot	grttot	srttot	irttot	brttot	hrttot	crttot	estdtot	gstdtot	sstdtot	istdtot	bstdtot	hstdtot	cstdtot	erttar	grttar	srttar	irttar	brttar	hrttar	crttar	estdtar	gstdtar	sstdtar	istdtar	bstdtar	hstdtar	cstdtar	ert2	grt2	srt2	irt2	brt2	hrt2	crt2	ert3	grt3	srt3	irt3	brt3	hrt3	crt3	ert4	grt4	srt4	irt4	brt4	hrt4	crt4	xtype	elex1z	glex1z	slex1z	ilex1z	blex1z	hlex1z	clex1z	xlexuniv	xlex1ze	xlex1zg	xlex1zs	xlex1zi	xlex1zb	xlex1zh	xlex1zc	xlex1zed	xlex1zgd	xlex1zsd	xlex1zid	xlex1zbd	xlex1zhd	xlex1zcd	xrtzdisp	ertz	grtz	srtz	irtz	brtz	hrtz	crtz	xrtuniv	xrtze	xrtzg	xrtzs	xrtzi	xrtzb	xrtzh	xrtzc	xrtzed	xrtzgd	xrtzsd	xrtzid	xrtzbd	xrtzhd	xrtzcd	xrtzdisp	esames	gsames	ssames	isames	bsames	hsames	csames	ovcjpg	objnum	esyll	gsyll	ssyll	isyll	bsyll	hsyll	csyll	echar	gchar	schar	ichar	bchar	hchar	esyll2	gsyll2	ssyll2	isyll2	bsyll2	hsyll2	csyll2	efric	gfric	sfric	ifric	bfric	hfric	cfric	ecomplx	gkomplx	scomplx	icomplx	bcomplx	hcomplx	lnefreq	lngfreq	lnsfreq	lnifreq	lnbfreq	lnhfreq	lncfreq	frqfac1	frqfac1e	frqfac1g	frqfac1s	frqfac1i	frqfac1b	frqfac1h	frqfac1c	sylfac1	sylfac1e	sylfac1g	sylfac1s	sylfac1i	sylfac1b	sylfac1h	sylfac1c
obj275	mushroom	pilz	hongo	fungo	g^ba	gomba	xiang1-gu1	1,00	0,97	0,98	0,94	0,98	0,98	0,98	0,00	0,00	0,02	0,04	0,00	0,00	0,00	0,00	0,03	0,00	0,02	0,02	0,02	0,02	1	1,7	2	1	2	1	4	0,000	0,047	0,270	0,084	0,169	0,029	0,729	1,00	1,00	0,96	1,00	0,98	1,00	0,88	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,12	1,00	1,00	1,00	1,00	1,00	1,00	0,88	746	726	938	798	852	752	1057	152	184	507	161	145	208	445	746	726	941	798	852	752	971	152	184	517	161	146	208	324					843					869											1668	1,81	0,92	0,95	0,78	1,06	0,87	1,03	0,68	0,90	0,90	0,89	0,92	0,87	0,90	0,88	0,94	0,02	0,06	-0,14	0,19	-0,03	0,15	-0,25	0,12	-1,29	-1,37	-0,75	-1,27	-1,40	-1,19	-0,73	-1,14	-1,12	-1,11	-1,21	-1,12	-1,10	-1,14	-1,21	-0,17	-0,26	0,45	-0,14	-0,29	-0,06	0,48	0,27	0	0	0	0	0	0	0	8337	1	2	1	2	2	2	2	2	8	4	5	5	4	5	0,387	0,227	0,438	0,379	0,537	0,512	0,700	0	0	0	1	0	0	1	0	0	0	0	0	0	2,639	1,792	1,946	1,946	3,900	0,000	1,946	-0,31	-0,39	-0,33	-0,25	-0,49	-0,29	-0,21	-0,23	-0,78	-0,98	-0,58	-0,69	-0,67	-0,76	-0,82	-0,84
obj276	music	noten	notas musicales	note	noti	kotta	in1-fu2	0,96	1,00	0,96	0,90	0,94	0,96	0,98	0,00	0,00	0,02	0,02	0,00	0,02	0,00	0,04	0,00	0,02	0,08	0,06	0,02	0,02	5	8,3	10	8	5	5	5	1,628	1,172	2,447	2,216	1,007	1,570	1,687	0,50	0,77	0,33	0,38	0,81	0,54	0,51	0,13	0,00	0,31	0,22	0,00	0,00	0,00	0,35	0,00	0,19	0,13	0,00	0,44	0,00	0,02	0,23	0,17	0,27	0,19	0,02	0,49	0,98	0,77	0,83	0,73	0,81	0,98	0,51	1056	1003	1187	1299	1196	1134	1191	351	319	411	498	446	405	581	1072	918	1016	970	1091	1152	1060	402	267	250	250	377	402	590	1109		1212	1309				992		1365	1380		1127		1439	1283	1284	1717	1638	833	1328	6,62	-2,14	-0,22	-2,29	-1,81	0,04	-1,12	-0,90	-1,20	-1,05	-1,37	-1,02	-1,10	-1,41	-1,22	-1,26	-1,09	1,15	-1,26	-0,71	1,45	0,10	0,36	0,87	0,25	-0,67	-0,47	-0,62	-0,48	0,30	-0,45	-0,30	-0,40	-0,24	-0,28	-0,25	-0,27	-0,41	-0,28	0,65	-0,42	-0,19	-0,36	-0,21	0,71	-0,17	0,39	0	0	0	0	0	0	0	5175	1	2	2	6	2	2	2	2	5	5	14	4	4	5	0,387	0,498	0,012	0,379	0,537	0,512	0,700	0	0	0	0	0	0	0	0	1	1	1	1	0	4,898	3,850	0,000	0,000	3,450	0,000	2,197	0,20	-0,13	-0,07	0,05	0,43	0,37	0,40	0,32	0,34	0,31	0,46	-0,40	0,62	0,48	0,49	0,42
obj277	nail	nagel	clavo	chiodo	piron	szög	ding1-zi5	0,98	1,00	1,00	0,96	0,98	0,98	0,90	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,02	0,02	0,10	1	1,7	2	2	2	2	6	0,029	0,000	0,141	0,632	0,169	0,781	1,125	1,00	1,00	0,98	0,85	0,98	0,78	0,80	0,00	0,00	0,00	0,00	0,00	0,22	0,16	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,02	0,15	0,00	0,00	0,04	1,00	1,00	0,98	0,85	1,00	1,00	0,96	1086	1064	1060	1183	993	1128	1070	414	299	287	406	241	376	377	1086	1064	1060	1155	976	1142	1077	414	299	290	400	212	388	407						1079	1134					1803					1070	1351			723	2,38	0,92	0,95	0,89	0,39	0,87	-0,02	0,35	0,62	0,57	0,57	0,58	0,66	0,58	0,73	0,67	0,34	0,38	0,31	-0,27	0,29	-0,74	-0,32	0,38	0,32	-0,13	-0,30	0,08	-0,92	0,26	-0,40	-0,15	-0,23	-0,16	-0,13	-0,19	-0,03	-0,22	-0,11	0,55	0,02	-0,17	0,28	-0,90	0,49	-0,28	0,38	0	0	0	0	0	0	0	9585	1	1	2	2	2	2	1	2	4	5	5	6	5	4	0,454	0,498	0,438	0,379	0,537	0,173	0,700	0	0	0	0	0	1	0	0	0	0	0	0	0	3,258	2,565	2,890	2,833	3,600	0,000	2,079	0,06	-0,04	-0,02	0,06	-0,19	0,17	0,23	0,18	-1,01	-0,94	-1,13	-0,95	-0,94	-1,04	-0,84	-1,08
obj278	neck	hals	cuello	collo	shija	nyak	bo2-zi5	0,98	0,97	0,94	0,92	0,92	0,94	0,84	0,02	0,00	0,04	0,02	0,02	0,00	0,02	0,00	0,03	0,02	0,06	0,06	0,06	0,14	5	6,7	8	6	8	7	11	1,361	1,152	1,408	1,614	2,141	1,560	2,281	0,67	0,72	0,77	0,63	0,44	0,64	0,48	0,00	0,00	0,00	0,02	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,28	0,00	0,05	0,33	0,28	0,23	0,35	0,28	0,34	0,48	0,67	0,72	0,77	0,65	0,72	0,66	0,52	1133	1401	1375	1278	1773	1240	1451	302	424	452	399	606	443	393	1057	1334	1288	1219	1731	1153	1374	211	389	364	328	685	323	406				1448		1764						1781		1573	1288	1578	1661	1376	1829	1372	1515	7,38	-1,08	-0,44	-0,16	-0,65	-1,80	-0,67	-1,04	-0,83	-0,79	-0,90	-0,94	-0,86	-0,67	-0,86	-0,80	-0,29	0,46	0,78	0,22	-1,12	0,20	-0,24	0,47	0,18	0,85	0,57	0,33	1,97	0,31	0,56	0,68	0,76	0,65	0,70	0,74	0,47	0,74	0,70	-0,58	0,20	-0,13	-0,41	1,50	-0,44	-0,14	0,49	0	0	0	0	0	0	0	5700	1	1	1	2	2	2	1	2	4	4	6	5	5	4	0,454	0,227	0,438	0,379	0,537	0,173	0,700	0	1	0	0	1	0	0	0	0	0	0	0	0	4,382	3,807	5,288	1,792	3,500	4,990	4,317	1,21	1,13	1,13	1,09	1,32	1,46	0,99	1,21	-1,26	-1,23	-1,13	-1,25	-1,25	-1,32	-1,13	-1,36
obj279	necklace	kette	collar	collana	og^rlitsa	nyaklánc	xiang4-lian4	1,00	1,00	0,98	1,00	0,90	0,98	0,96	0,00	0,00	0,00	0,00	0,04	0,00	0,00	0,00	0,00	0,02	0,00	0,06	0,02	0,04	5	3,3	2	1	7	5	3	0,940	0,211	0,169	0,000	1,783	1,717	0,534	0,82	0,97	0,98	1,00	0,56	0,45	0,92	0,02	0,03	0,00	0,00	0,00	0,37	0,04	0,00	0,00	0,00	0,00	0,36	0,12	0,00	0,16	0,00	0,02	0,00	0,09	0,06	0,04	0,84	1,00	0,98	1,00	0,91	0,94	0,96	863	820	948	865	1326	953	970	195	186	241	439	463	290	313	821	810	943	865	1217	940	987	162	180	242	439	432	292	320	807	1129				869	855					1388	1025		1090		1169		1758	1410	702	3,76	-0,18	0,78	0,89	1,06	-1,20	-1,55	0,85	0,09	0,14	-0,02	-0,04	-0,07	0,31	0,37	-0,03	-0,32	0,81	0,93	1,13	-1,51	-1,92	0,88	1,07	-0,94	-1,06	-0,75	-1,01	0,00	-0,49	-0,68	-0,71	-0,67	-0,65	-0,70	-0,65	-0,82	-0,74	-0,71	-0,27	-0,42	-0,05	-0,36	0,82	0,25	0,03	0,31	0	1	0	0	0	0	0	8347	1	2	2	2	3	4	2	2	8	5	6	7	9	8	0,387	0,498	0,438	0,400	0,067	0,512	0,700	0	0	0	0	0	0	1	0	0	0	0	0	1	1,609	3,178	3,332	1,609	2,850	0,000	3,045	-0,19	-0,10	-0,42	-0,28	-0,29	0,02	-0,07	-0,22	0,15	0,11	0,19	0,35	0,15	-0,23	0,24	0,21
obj280	needle	nadel	aguja	ago	igla	tüü	zhen1	0,94	0,97	0,94	0,94	0,94	0,88	0,78	0,04	0,03	0,06	0,04	0,00	0,00	0,14	0,02	0,00	0,00	0,02	0,06	0,12	0,08	5	3,3	3	7	2	4	6	0,639	0,688	0,363	1,454	0,224	0,573	1,552	0,92	0,83	0,96	0,72	0,98	0,93	0,64	0,02	0,00	0,00	0,02	0,02	0,02	0,18	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,06	0,17	0,04	0,26	0,00	0,05	0,18	0,94	0,83	0,96	0,74	1,00	0,96	0,82	1514	1488	1414	1376	1310	1184	1390	660	690	559	511	608	446	554	1449	1496	1422	1337	1291	1133	1298	604	727	559	554	600	370	533	1945			1897	2194	1453	1510								2312	1449	1235	1443		2105	1597	4,33	0,40	0,09	0,77	-0,22	0,87	0,71	-0,33	0,33	0,31	0,37	0,25	0,42	0,24	0,26	0,44	0,08	-0,28	0,52	-0,63	0,63	0,45	-0,77	0,48	2,04	1,45	1,08	0,77	0,28	0,23	0,31	0,88	0,69	0,79	0,85	0,90	0,98	0,99	0,98	1,35	0,66	0,23	-0,12	-0,70	-0,76	-0,66	0,64	1	0	0	0	0	0	0	8377	1	2	2	3	2	2	1	1	6	5	5	3	4	2	0,387	0,498	0,344	0,379	0,537	0,173	0,117	0	0	0	0	0	0	0	0	0	0	0	0	0	2,833	1,946	3,466	0,000	4,250	0,000	4,977	0,00	-0,05	0,01	-0,06	0,19	0,01	0,17	-0,23	-0,84	-1,06	-0,93	-1,02	-0,76	-0,86	-0,62	-0,54
obj281	nest	nest	nido	nido	gnezdo	fészek	dan4	0,96	1,00	0,98	0,96	0,94	0,88	0,92	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,04	0,00	0,02	0,02	0,06	0,12	0,08	4	5,0	2	5	3	3	11	1,067	0,770	0,922	1,336	1,123	1,094	2,667	0,73	0,83	0,67	0,58	0,57	0,71	0,33	0,02	0,17	0,00	0,00	0,02	0,00	0,15	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,25	0,00	0,33	0,42	0,40	0,30	0,52	0,75	1,00	0,67	0,58	0,60	0,71	0,48	994	1057	1266	1122	1397	1126	1315	372	259	535	365	585	367	430	1059	999	1284	1137	1451	1239	1240	413	202	498	282	405	369	360	921	1345			3284		1600								811		1227	1102	1220	856	1280	4,71	-0,74	0,11	-0,62	-0,86	-1,11	-0,35	-1,69	-0,75	-0,75	-0,90	-0,77	-0,73	-0,69	-0,82	-0,60	0,02	1,01	0,15	-0,13	-0,42	0,47	-1,09	0,47	0,19	-0,37	0,55	0,02	0,90	0,63	0,13	0,29	0,31	0,40	0,25	0,34	0,19	0,24	0,32	-0,12	-0,77	0,31	-0,32	0,70	0,39	-0,19	0,40	0	0	0	0	0	0	1	12296	1	1	1	2	2	2	2	1	4	4	4	4	6	6	0,454	0,227	0,438	0,379	0,537	0,512	0,117	0	0	0	0	0	1	0	0	0	0	0	0	0	2,890	2,197	3,296	1,946	3,500	2,833	1,609	0,11	0,07	0,10	0,07	0,01	0,24	-0,05	0,29	-1,36	-1,34	-1,25	-1,36	-1,38	-1,45	-1,47	-1,13
obj282	net	netz	red	retino	mrezha	háló	uang3-zi5	1,00	0,90	0,74	0,78	0,62	0,98	0,98	0,00	0,03	0,24	0,20	0,34	0,00	0,00	0,00	0,07	0,02	0,02	0,04	0,02	0,02	3	6,7	4	9	7	5	4	0,282	1,209	1,129	1,970	1,938	0,687	0,972	0,96	0,70	0,73	0,44	0,29	0,90	0,78	0,00	0,00	0,00	0,36	0,00	0,04	0,02	0,00	0,22	0,00	0,00	0,00	0,00	0,00	0,04	0,07	0,27	0,21	0,71	0,06	0,20	0,96	0,93	0,73	0,80	0,29	0,94	0,80	1007	1291	1541	1397	1659	1122	1017	388	527	625	616	645	424	400	1004	1189	1608	1298	1815	1040	942	391	531	627	451	837	338	391				1277		1789	1273		1491						1083	1657	1360	1819	1596	1877	1278	5,52	0,67	-0,54	-0,34	-1,54	-2,50	0,55	0,24	-0,49	-0,69	-0,49	-0,52	-0,32	-0,16	-0,67	-0,62	1,36	-0,05	0,18	-1,22	-2,35	1,22	0,86	1,03	-0,07	0,32	1,79	0,63	2,29	-0,12	-0,83	0,57	0,68	0,61	0,37	0,56	0,29	0,69	0,81	-0,75	-0,29	1,42	0,06	2,00	-0,81	-1,63	0,99	0	0	0	0	0	0	0	9970	1	1	1	1	3	2	2	2	3	4	3	6	6	4	0,454	0,227	0,023	0,400	0,537	0,512	0,700	0	0	0	0	0	1	0	0	0	0	0	0	0	3,091	2,996	4,595	0,000	3,950	2,565	2,303	0,23	0,18	0,11	0,06	0,45	0,31	0,12	0,35	-1,03	-0,96	-0,87	-0,74	-1,23	-1,06	-1,11	-1,11
obj283	nose	nase	naríz	naso	nos	orr	bi2-zi5	0,96	1,00	0,98	1,00	0,92	1,00	0,98	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,04	0,00	0,02	0,00	0,06	0,00	0,02	1	1,7	1	1	2	1	1	0,057	0,000	0,029	0,000	0,250	0,000	0,029	1,00	1,00	1,00	1,00	0,98	1,00	1,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,00	1,00	1,00	1,00	1,00	0,98	1,00	1,00	721	796	773	728	1012	755	811	87	204	151	143	517	133	164	721	796	773	728	951	755	811	87	204	151	143	313	133	164																			3762			1,24	0,92	0,95	0,98	1,06	0,86	1,03	1,21	1,00	1,02	1,01	1,00	0,99	1,02	1,00	0,97	-0,10	-0,06	-0,02	0,07	-0,16	0,03	0,24	0,10	-1,41	-1,11	-1,40	-1,53	-1,02	-1,18	-1,25	-1,27	-1,25	-1,30	-1,25	-1,23	-1,31	-1,29	-1,28	-0,16	0,18	-0,14	-0,31	0,30	0,11	0,03	0,18	0	0	0	0	0	0	0	4703	1	1	2	2	2	1	1	2	4	4	5	4	3	3	0,454	0,498	0,438	0,379	0,102	0,173	0,700	0	0	0	0	0	0	0	0	0	0	0	0	0	4,407	3,584	0,000	2,079	4,750	4,575	2,773	1,16	1,09	1,13	1,08	1,21	1,21	0,98	1,35	-1,23	-1,21	-1,38	-1,20	-1,19	-1,04	-1,09	-1,33
obj284	nurse	krankenschwester	enfermera	infermiera	meditsinska sestra	nöövér	hu4-shi4	0,98	1,00	0,96	0,96	0,82	0,92	0,92	0,00	0,00	0,00	0,04	0,08	0,02	0,00	0,02	0,00	0,04	0,00	0,10	0,06	0,08	3	6,7	2	3	6	6	2	0,310	0,627	0,197	0,336	1,707	1,616	0,250	0,96	0,90	0,98	0,96	0,59	0,52	0,98	0,00	0,00	0,00	0,00	0,27	0,41	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,10	0,02	0,04	0,15	0,07	0,02	0,96	0,90	0,98	0,96	0,85	0,94	0,98	1053	1371	1116	1106	1648	1337	1149	315	372	419	313	654	420	379	1039	1303	1123	1099	1476	1262	1133	295	281	421	314	590	343	367					1777	1263									1378	1986	826	1269	2097	2412	1884	4,10	0,67	0,45	0,88	0,87	-1,06	-1,21	1,11	0,24	0,17	0,21	0,14	0,14	0,46	0,49	0,10	0,49	0,24	0,74	0,73	-1,52	-1,69	1,01	0,92	0,10	0,74	-0,06	-0,13	0,99	0,71	-0,22	0,30	0,34	0,23	0,37	0,38	0,19	0,24	0,39	-0,24	0,51	-0,43	-0,50	0,80	0,47	-0,61	0,51	0	0	0	0	0	0	0	19385	2	1	4	4	4	6	2	2	5	16	9	10	17	5	0,454	0,069	0,144	0,146	0,012	0,512	0,700	0	0	0	0	0	0	1	0	1	0	0	1	0	3,912	2,944	3,434	0,000	5,500	3,555	4,248	0,74	0,66	0,72	0,78	1,04	0,62	0,61	0,69	1,49	1,99	1,18	1,38	1,44	0,76	1,79	1,73
obj285	nut	mutter	tuerca	bullone	gajka	csavar	luo2-si1	0,94	0,80	0,94	0,86	0,76	0,94	0,76	0,02	0,00	0,06	0,10	0,02	0,00	0,16	0,04	0,20	0,00	0,04	0,22	0,06	0,08	5	5,0	4	4	5	4	11	1,634	1,209	1,143	1,603	1,375	1,807	2,262	0,49	0,67	0,68	0,47	0,68	0,43	0,40	0,00	0,08	0,00	0,00	0,00	0,45	0,08	0,00	0,00	0,00	0,00	0,00	0,13	0,00	0,51	0,25	0,32	0,53	0,32	0,00	0,53	0,49	0,75	0,68	0,47	0,68	1,00	0,47	1385	1283	1339	1301	1364	1130	1604	419	344	663	439	475	457	493	1298	1385	1310	1189	1319	883	1606	430	362	477	391	500	340	467		1278				1313	1603						1310		1468	1015	1401	1398	1462		1602	5,43	-2,20	-0,72	-0,58	-1,41	-0,58	-1,66	-1,39	-1,22	-1,06	-1,30	-1,33	-1,19	-1,33	-1,15	-1,19	-1,15	0,58	0,75	-0,22	0,75	-0,51	-0,20	0,59	1,32	1,04	0,65	0,21	0,39	-0,70	1,30	0,60	0,48	0,53	0,59	0,67	0,64	0,82	0,49	0,84	0,51	0,06	-0,45	-0,25	-1,52	0,81	0,64	0	0	0	0	0	1	0	7235	1	1	2	2	3	2	2	2	3	6	6	7	5	6	0,454	0,498	0,438	0,400	0,537	0,512	0,700	0	0	0	0	0	1	0	0	0	0	0	0	0	3,178	4,625	0,000	0,000	3,450	2,565	0,000	-0,34	-0,50	-0,83	-0,05	-0,20	-0,24	-0,55	-0,03	-0,56	-0,42	-0,61	-0,44	-0,68	-0,54	-0,57	-0,59
obj286	octopus	krake	pulpo	polipo	oktopod	polip	zhang1-yu2	0,98	0,93	0,94	0,86	0,98	0,96	0,94	0,00	0,07	0,04	0,06	0,00	0,00	0,00	0,02	0,00	0,02	0,08	0,02	0,04	0,06	1	6,7	2	5	3	2	1	0,029	1,517	0,224	1,411	0,310	0,197	0,084	1,00	0,54	0,98	0,67	0,96	0,98	1,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,32	0,00	0,28	0,00	0,02	0,00	0,00	0,14	0,02	0,05	0,04	0,00	0,00	1,00	0,86	0,98	0,95	0,96	1,00	1,00	841	1443	894	1294	1222	960	1007	197	558	272	519	565	350	245	841	1366	894	1231	1201	938	1007	197	479	275	500	544	317	245									1666		1403		2014			1229	866	1559	1722			2,95	0,92	-1,38	0,88	-0,44	0,77	0,93	1,21	0,41	0,33	0,71	0,33	0,55	0,35	0,32	0,28	0,59	-2,09	0,55	-1,00	0,42	0,61	0,93	0,88	-0,84	0,97	-0,93	0,37	-0,06	-0,50	-0,62	-0,23	-0,13	-0,43	-0,11	-0,33	-0,26	-0,19	-0,17	-0,71	1,40	-0,82	0,70	0,20	-0,31	-0,45	0,66	0	0	0	0	0	0	0	33010	1	3	2	2	3	3	2	2	7	5	5	6	7	5	0,121	0,498	0,438	0,400	0,269	0,512	0,700	0	0	1	0	0	0	0	0	0	0	0	0	0	1,099	0,000	1,099	0,000	2,200	0,000	1,792	-1,37	-1,41	-1,31	-1,35	-1,41	-1,18	-1,44	-1,40	0,20	-0,15	0,25	0,41	0,22	0,09	0,30	0,25
obj287	onion	zwiebel	cebolla	cipolla	luk	hagyma	iang2-cung1	0,98	1,00	0,96	0,96	0,88	0,98	0,90	0,00	0,00	0,02	0,04	0,08	0,00	0,04	0,02	0,00	0,02	0,00	0,04	0,02	0,06	4	5,0	3	5	3	3	7	0,449	0,420	0,435	0,985	0,533	0,409	1,289	0,94	0,93	0,94	0,81	0,93	0,94	0,78	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,06	0,07	0,06	0,19	0,07	0,04	0,22	0,94	0,93	0,94	0,81	0,93	0,96	0,78	1115	1131	1118	1214	1387	1003	1460	375	351	302	419	682	254	569	1100	1057	1119	1125	1366	981	1538	360	209	310	252	689	219	619						1967									1337	2167	1098	1598	1679	1013	1188	4,29	0,54	0,61	0,68	0,20	0,64	0,75	0,25	0,52	0,52	0,51	0,50	0,58	0,51	0,49	0,57	0,02	0,10	0,18	-0,38	0,13	0,26	-0,32	0,20	0,39	-0,16	-0,08	-0,03	0,57	-0,34	1,08	0,20	0,17	0,27	0,25	0,24	0,14	0,30	0,06	0,21	-0,43	-0,33	-0,27	0,43	-0,63	1,02	0,47	0	0	0	0	0	0	0	11645	1	2	2	3	3	1	2	2	5	7	7	7	3	6	0,387	0,498	0,344	0,400	0,102	0,512	0,700	0	0	0	1	0	1	0	0	0	0	0	0	0	2,833	2,639	3,584	2,485	4,750	0,000	2,565	0,26	0,26	0,22	0,22	0,10	0,20	0,47	0,35	-0,29	-0,43	-0,29	-0,39	-0,36	0,02	-0,26	-0,30
obj288	orange	apfelsine	naranja	arancia	portokal	narancs	jyu2-zi5	0,98	0,73	0,94	0,92	0,68	0,86	0,90	0,02	0,23	0,04	0,06	0,30	0,06	0,04	0,00	0,03	0,02	0,02	0,02	0,08	0,06	3	10,0	4	7	10	8	5	0,310	1,675	0,501	1,710	1,998	1,676	1,665	0,96	0,50	0,94	0,61	0,47	0,67	0,60	0,00	0,00	0,00	0,13	0,00	0,00	0,00	0,00	0,32	0,00	0,00	0,00	0,00	0,00	0,04	0,18	0,06	0,26	0,53	0,33	0,40	0,96	0,82	0,94	0,74	0,47	0,67	0,60	1129	1543	1199	1491	2042	1593	1660	439	646	364	644	714	773	639	1098	1368	1203	1319	1814	1353	1610	422	673	366	596	666	672	626				1272					1588						1842	1948	1148	2004	2245	2089	1735	6,71	0,67	-1,56	0,67	-0,74	-1,62	-0,50	-0,51	-0,51	-0,71	-0,34	-0,71	-0,48	-0,33	-0,52	-0,51	1,38	-1,22	1,38	-0,27	-1,29	0,02	0,00	0,79	0,38	0,98	0,24	0,71	2,28	1,05	1,31	0,99	1,10	1,00	1,12	1,04	0,78	0,98	0,94	-0,72	-0,02	-0,87	-0,33	1,51	0,07	0,37	0,56	0	0	0	0	0	0	0	10314	1	2	4	3	3	3	2	2	6	9	7	7	8	7	0,387	0,069	0,344	0,400	0,269	0,512	0,700	0	0	0	0	0	0	0	0	0	0	0	0	0	3,045	1,609	3,526	0,000	3,850	0,000	3,045	-0,28	-0,41	-0,27	-0,39	-0,14	-0,23	-0,16	-0,31	0,65	0,68	0,21	0,69	0,76	0,57	0,82	0,76
obj289	ostrich	strauss	avestruz	struzzo	shtraus	strucc	tuo2-niao3	0,90	0,90	0,82	0,80	0,70	0,92	0,88	0,10	0,07	0,18	0,18	0,16	0,02	0,04	0,00	0,03	0,00	0,02	0,14	0,06	0,08	5	10,0	6	7	6	4	6	1,085	1,146	1,228	1,235	1,179	0,526	1,032	0,80	0,82	0,78	0,80	0,80	0,94	0,84	0,00	0,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,20	0,15	0,20	0,20	0,20	0,07	0,16	0,80	0,85	0,80	0,80	0,80	0,94	0,84	1419	1366	1446	1463	1654	1367	1519	584	474	633	560	517	477	497	1337	1264	1342	1400	1566	1339	1507	547	335	605	433	493	442	476		940								2175					1748	2035	1769	1713	2006	1772	1582	6,29	-0,31	0,02	-0,10	0,14	-0,01	0,73	0,52	0,14	0,22	0,16	0,18	0,14	0,17	0,05	0,08	-0,52	-0,14	-0,28	0,00	-0,18	0,68	0,44	0,32	1,51	0,60	0,77	1,01	1,34	1,00	0,98	1,03	0,95	1,10	1,07	1,03	0,98	1,04	1,04	0,56	-0,50	-0,30	-0,02	0,36	-0,04	-0,06	0,26	0	0	0	0	0	0	0	13009	1	2	1	3	2	2	1	2	7	6	8	7	7	6	0,387	0,227	0,344	0,379	0,537	0,173	0,700	0	1	0	1	1	1	0	0	0	0	0	0	0	1,386	2,833	2,197	1,609	2,500	0,000	2,565	-0,49	-0,42	-0,72	-0,48	-0,63	-0,26	-0,41	-0,50	-0,78	-0,99	-0,57	-0,94	-0,68	-0,77	-0,56	-0,82
