picnum	ename	gname	sname	iname	bname	hname	cname	egoodrt	ggoodrt	sgoodrt	igoodrt	bgoodrt	hgoodrt	cgoodrt	enoname	gnoname	snoname	inoname	bnoname	hnoname	cnoname	ebadrt	gbadrt	sbadrt	ibadrt	bbadrt	hbadrt	cbadrt	etype	gtype	stype	itype	btype	htype	ctype	estatu	gstatu	sstatu	istatu	bstatu	hstatu	cstatu	elex1	glex1	slex1	ilex1	blex1	hlex1	clex1	elex2	glex2	slex2	ilex2	blex2	hlex2	clex2	elex3	glex3	slex3	ilex3	blex3	hlex3	clex3	elex4	glex4	slex4	ilex4	blex4	hlex4	clex4	elex13	glex13	slex13	ilex13	blex13	hlex13	clex13	erttot	grttot	srttot	irttot	brttot	hrttot	crttot	estdtot	gstdtot	sstdtot	istdtot	bstdtot	hstdtot	cstdtot	erttar	grttar	srttar	irttar	brttar	hrttar	crttar	estdtar	gstdtar	sstdtar	istdtar	bstdtar	hstdtar	cstdtar	ert2	grt2	srt2	irt2	brt2	hrt2	crt2	ert3	grt3	srt3	irt3	brt3	hrt3	crt3	ert4	grt4	srt4	irt4	brt4	hrt4	crt4	xtype	elex1z	glex1z	slex1z	ilex1z	blex1z	hlex1z	clex1z	xlexuniv	xlex1ze	xlex1zg	xlex1zs	xlex1zi	xlex1zb	xlex1zh	xlex1zc	xlex1zed	xlex1zgd	xlex1zsd	xlex1zid	xlex1zbd	xlex1zhd	xlex1zcd	xrtzdisp	ertz	grtz	srtz	irtz	brtz	hrtz	crtz	xrtuniv	xrtze	xrtzg	xrtzs	xrtzi	xrtzb	xrtzh	xrtzc	xrtzed	xrtzgd	xrtzsd	xrtzid	xrtzbd	xrtzhd	xrtzcd	xrtzdisp	esames	gsames	ssames	isames	bsames	hsames	csames	ovcjpg	objnum	esyll	gsyll	ssyll	isyll	bsyll	hsyll	csyll	echar	gchar	schar	ichar	bchar	hchar	esyll2	gsyll2	ssyll2	isyll2	bsyll2	hsyll2	csyll2	efric	gfric	sfric	ifric	bfric	hfric	cfric	ecomplx	gkomplx	scomplx	icomplx	bcomplx	hcomplx	lnefreq	lngfreq	lnsfreq	lnifreq	lnbfreq	lnhfreq	lncfreq	frqfac1	frqfac1e	frqfac1g	frqfac1s	frqfac1i	frqfac1b	frqfac1h	frqfac1c	sylfac1	sylfac1e	sylfac1g	sylfac1s	sylfac1i	sylfac1b	sylfac1h	sylfac1c
obj432	swan	schwan	cisne	cigno	lebed	hattyú	tian1-er2	0,94	1,00	0,92	0,88	0,98	0,96	0,94	0,00	0,00	0,04	0,08	0,00	0,00	0,00	0,06	0,00	0,04	0,04	0,02	0,04	0,06	3	1,7	4	4	4	2	3	1,075	0,000	1,443	0,843	0,548	0,197	0,954	0,75	1,00	0,61	0,86	0,92	0,98	0,75	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,26	0,00	0,39	0,14	0,08	0,02	0,26	0,75	1,00	0,61	0,86	0,92	0,98	0,75	1029	788	1259	1175	1086	918	1028	328	112	491	370	310	274	319	1049	788	1242	1195	1088	918	958	297	112	418	342	321	277	226															970		1285	1045	1065	889	1235	3,10	-0,64	0,95	-0,93	0,43	0,57	0,93	0,11	0,20	0,34	0,08	0,39	0,16	0,14	0,08	0,22	-0,99	0,87	-1,33	0,27	0,43	0,85	-0,11	0,69	0,14	-1,14	0,39	0,24	-0,49	-0,57	-0,78	-0,32	-0,39	-0,18	-0,43	-0,41	-0,29	-0,27	-0,24	0,54	-0,97	0,83	0,64	-0,21	-0,30	-0,54	0,57	0	0	0	0	0	0	0	12465	1	1	1	2	2	2	2	2	4	6	5	5	5	6	0,454	0,227	0,438	0,379	0,537	0,512	0,700	1	1	1	1	0	1	0	0	0	0	0	0	0	2,079	2,197	2,398	0,000	3,500	0,000	3,689	-0,42	-0,44	-0,53	-0,42	-0,30	-0,34	-0,33	-0,55	-1,05	-0,98	-0,89	-0,99	-0,99	-1,07	-1,13	-1,13
obj433	sweater	pullover	suéter	maglione	pulover	pulóver	i1-fu2	0,94	0,93	1,00	1,00	0,92	0,98	0,98	0,02	0,00	0,00	0,00	0,02	0,00	0,00	0,04	0,07	0,00	0,00	0,06	0,02	0,02	4	3,3	6	10	6	3	6	1,580	0,300	1,222	2,163	1,503	0,691	1,555	0,55	0,96	0,76	0,58	0,46	0,86	0,51	0,00	0,00	0,02	0,16	0,00	0,12	0,00	0,00	0,00	0,00	0,10	0,00	0,02	0,00	0,45	0,04	0,22	0,16	0,54	0,00	0,49	0,55	0,96	0,78	0,84	0,46	1,00	0,51	1122	925	1187	1032	1184	993	1157	375	180	395	346	351	281	515	1122	924	1098	976	1077	1007	1017	364	183	316	277	300	297	546			1019	886		907					1079		889		1122	968	1511	1353	1274		1303	5,48	-1,81	0,77	-0,19	-0,88	-1,69	0,36	-0,90	-0,62	-0,42	-0,85	-0,69	-0,58	-0,44	-0,78	-0,57	-1,39	1,62	0,50	-0,30	-1,25	1,14	-0,32	0,93	0,49	-0,65	-0,16	-0,59	-0,54	-0,24	-0,59	-0,32	-0,46	-0,27	-0,35	-0,28	-0,29	-0,34	-0,28	0,95	-0,38	0,20	-0,31	-0,25	0,10	-0,31	0,36	0	0	0	0	0	0	1	11622	1	2	3	2	3	3	3	2	7	8	6	8	7	7	0,387	0,200	0,438	0,400	0,269	0,212	0,700	1	0	0	0	0	0	0	0	1	0	0	0	0	2,773	1,946	1,946	1,386	5,150	2,773	3,296	0,05	0,03	0,08	0,41	0,02	-0,09	-0,11	0,03	0,40	0,39	0,19	0,65	0,47	0,30	0,28	0,47
obj434	swing	schaukel	columpio	altalena	ljulka	hinta	dang4-qiu1-qian1	0,98	1,00	0,94	1,00	0,98	0,98	0,92	0,00	0,00	0,06	0,00	0,02	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,02	0,08	2	1,7	1	3	2	1	3	0,847	0,000	0,084	0,467	0,169	0,029	0,937	0,74	1,00	1,00	0,92	0,98	1,00	0,76	0,27	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,06	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,24	1,00	1,00	1,00	0,98	1,00	1,00	0,76	939	914	875	949	1006	865	1098	403	252	173	396	313	239	390	942	914	875	937	996	865	1093	454	252	173	406	309	239	428	929				1472						1174							803			1114	1,95	-0,70	0,95	0,98	0,69	0,87	1,03	0,18	0,57	0,79	0,51	0,50	0,55	0,52	0,50	0,64	-1,49	0,44	0,48	0,14	0,35	0,54	-0,46	0,56	-0,36	-0,68	-1,01	-0,74	-0,85	-0,77	-0,34	-0,68	-0,73	-0,68	-0,62	-0,67	-0,65	-0,66	-0,74	0,37	0,00	-0,38	-0,07	-0,19	-0,11	0,39	0,22	0	0	0	1	1	0	0	21224	2	1	2	3	4	2	2	3	5	8	8	8	6	5	0,454	0,498	0,344	0,146	0,537	0,512	0,165	1	1	0	0	0	1	0	0	0	0	0	0	0	2,944	0,693	1,946	0,000	4,150	0,000	0,693	-0,78	-0,98	-0,72	-0,78	-0,73	-0,85	-0,76	-0,60	0,21	0,47	0,29	0,18	-0,05	0,34	0,29	-0,08
obj435	sword	degen	espada	spada	sabja	kard	jian4	1,00	0,97	1,00	1,00	0,98	1,00	0,94	0,00	0,03	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,06	4	6,7	2	3	4	1	5	0,522	1,572	0,327	0,383	1,385	0,000	1,629	0,92	0,45	0,94	0,94	0,51	1,00	0,60	0,00	0,00	0,06	0,00	0,00	0,00	0,21	0,02	0,00	0,00	0,04	0,02	0,00	0,00	0,06	0,55	0,00	0,02	0,47	0,00	0,19	0,94	0,45	1,00	0,98	0,53	1,00	0,81	1082	1325	1169	1076	1281	910	1508	348	487	328	249	395	184	487	1084	1215	1153	1056	1232	910	1472	360	343	312	239	345	184	463			1409				1572	1191			1325	1651			1024	1415		1523	1319		1549	3,67	0,43	-1,82	0,69	0,79	-1,43	1,03	-0,53	-0,12	-0,21	0,16	-0,26	-0,27	0,10	-0,31	-0,05	0,64	-1,99	0,94	1,06	-1,53	1,34	-0,47	1,14	0,31	0,42	0,05	-0,29	0,06	-0,60	0,87	0,12	0,08	0,07	0,13	0,18	0,13	0,24	-0,01	0,23	0,35	-0,07	-0,47	-0,07	-0,84	0,88	0,42	0	0	0	0	0	0	0	10243	1	1	2	3	2	2	2	1	5	5	6	5	5	4	0,454	0,498	0,344	0,379	0,537	0,512	0,117	1	0	1	1	1	0	0	0	1	0	0	0	0	2,890	0,693	3,829	1,386	3,250	3,045	0,000	-0,30	-0,41	-0,15	-0,46	-0,39	-0,17	-0,55	0,03	-0,89	-0,80	-0,99	-1,06	-0,82	-0,93	-0,93	-0,61
obj436	needle	spritze	jeringa	siringa	sprintsovka	injekcióstüü	zhen1-tung3	0,96	1,00	1,00	0,96	1,00	0,94	0,94	0,02	0,00	0,00	0,04	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,06	0,06	5	1,7	3	1	3	4	5	1,454	0,000	0,845	0,057	0,282	1,022	0,832	0,63	1,00	0,82	1,00	0,96	0,81	0,87	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,27	0,00	0,00	0,00	0,00	0,06	0,00	0,08	0,00	0,18	0,00	0,04	0,13	0,13	0,92	1,00	0,82	1,00	0,96	0,87	0,87	1184	962	984	966	1013	1005	992	458	366	341	324	260	395	273	1169	962	913	966	1007	1026	974	491	366	193	324	260	431	220	1298							1222					923		1149		1303		1154	915	1115	3,24	-1,37	0,95	0,10	1,06	0,77	0,14	0,66	0,33	0,61	0,23	0,37	0,21	0,26	0,36	0,28	-1,99	0,72	-0,27	0,86	0,52	-0,23	0,38	0,71	0,71	-0,51	-0,86	-0,63	-0,80	-0,17	-0,72	-0,43	-0,62	-0,41	-0,35	-0,39	-0,36	-0,47	-0,38	1,33	-0,09	-0,51	-0,24	-0,44	0,30	-0,35	0,47	1	0	0	0	0	0	0	10658	1	2	2	3	3	3	5	2	6	7	7	7	11	11	0,387	0,498	0,344	0,400	0,269	0,017	0,700	0	1	0	1	1	0	0	0	0	0	0	0	1	2,833	2,197	1,386	0,000	3,100	0,000	2,197	-0,65	-0,81	-0,81	-0,56	-0,56	-0,53	-0,60	-0,63	0,79	0,86	0,95	0,86	0,92	0,75	0,24	0,89
obj437	table	tisch	mesa	tavolo	masa	asztal	zhuo1-zi5	1,00	0,97	0,96	1,00	0,86	0,94	0,98	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,04	0,00	0,14	0,06	0,02	2	1,7	3	3	1	1	2	0,141	0,047	0,336	0,282	0,187	0,084	0,494	0,98	1,00	0,96	0,96	1,00	1,00	0,90	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,04	0,02	0,00	0,00	0,10	0,98	1,00	0,96	0,98	1,00	1,00	0,90	848	785	857	856	947	801	986	244	216	269	286	469	347	278	852	785	832	844	947	801	992	246	216	222	274	469	347	283				1532											667		1433	726			936	1,95	0,79	0,95	0,78	0,88	0,97	1,03	0,77	0,88	0,90	0,87	0,90	0,88	0,87	0,86	0,90	-0,10	0,08	-0,12	0,00	0,10	0,18	-0,13	0,10	-0,79	-1,15	-1,17	-1,09	-1,03	-1,01	-0,67	-0,99	-1,02	-0,96	-0,96	-0,97	-0,98	-0,98	-1,04	0,23	-0,19	-0,21	-0,12	-0,05	-0,02	0,37	0,17	0	0	0	0	0	0	1	12010	1	2	1	2	3	2	2	2	5	5	4	6	4	6	0,387	0,227	0,438	0,400	0,537	0,512	0,700	0	0	0	0	0	0	0	0	0	0	0	0	0	5,464	4,625	6,153	4,094	5,850	5,849	4,533	2,31	2,28	2,33	2,25	2,23	2,30	2,18	2,43	-0,54	-0,71	-0,30	-0,44	-0,67	-0,50	-0,55	-0,57
obj438	tail	pferdeschwanz	cola	coda	opashka	lófarok	ma3-ui3	0,96	0,93	0,98	0,88	0,96	0,88	0,88	0,02	0,00	0,02	0,06	0,02	0,02	0,02	0,02	0,07	0,00	0,06	0,02	0,10	0,10	6	6,7	4	3	4	3	8	1,283	1,638	1,284	0,937	1,062	1,102	1,980	0,77	0,54	0,59	0,77	0,79	0,64	0,57	0,10	0,00	0,35	0,21	0,10	0,00	0,21	0,00	0,07	0,00	0,00	0,00	0,00	0,00	0,13	0,39	0,06	0,02	0,10	0,36	0,23	0,88	0,61	0,94	0,98	0,90	0,64	0,77	1432	1501	1491	1391	1487	1487	1432	407	462	450	323	391	358	333	1383	1357	1443	1342	1510	1500	1398	351	257	397	256	414	400	375	1828		1463	1525	1509		1536		1683						1403	1664	2107	1829	1286	1464	1423	4,95	-0,48	-1,38	-1,02	0,01	-0,05	-0,67	-0,65	-0,61	-0,63	-0,48	-0,54	-0,71	-0,70	-0,59	-0,60	0,14	-0,90	-0,48	0,72	0,65	-0,08	-0,05	0,43	1,73	0,94	1,16	0,79	1,12	1,60	0,63	1,14	1,04	1,17	1,14	1,20	1,14	1,06	1,22	0,69	-0,23	0,02	-0,40	-0,02	0,54	-0,59	0,36	0	0	0	0	0	0	0	20747	2	1	3	2	2	3	3	2	4	13	4	4	7	7	0,454	0,200	0,438	0,379	0,269	0,212	0,700	0	0	0	0	0	0	0	0	1	0	0	0	1	3,611	0,693	4,844	2,079	4,950	0,000	1,792	0,12	-0,02	0,37	-0,10	-0,01	0,02	0,31	0,29	-0,10	0,12	-0,39	0,10	0,15	-0,27	-0,30	-0,09
obj439	tank	panzer	tanque	carro armato	tank	tank	zhan4-che1	0,84	0,97	0,82	0,96	0,92	0,94	0,96	0,12	0,00	0,14	0,02	0,04	0,02	0,00	0,04	0,03	0,04	0,02	0,04	0,04	0,04	5	1,7	7	4	1	1	4	0,752	0,047	1,793	0,475	0,111	0,084	1,322	0,91	1,00	0,54	0,94	1,00	1,00	0,67	0,00	0,00	0,22	0,02	0,00	0,00	0,21	0,00	0,00	0,00	0,00	0,00	0,00	0,10	0,10	0,00	0,24	0,04	0,00	0,00	0,02	0,91	1,00	0,76	0,96	1,00	1,00	0,98	1181	1036	1426	1109	936	927	1082	540	408	580	310	186	313	349	1155	1036	1267	1082	936	927	1055	536	408	383	285	186	313	379			1520	1525			1166							1037	1435		1689	1507			1319	3,38	0,34	0,95	-1,29	0,78	0,97	1,03	-0,22	0,36	0,37	0,27	0,64	0,30	0,26	0,25	0,46	-0,03	0,68	-1,93	0,48	0,71	0,78	-0,69	0,76	0,65	-0,24	0,49	-0,19	-1,08	-0,54	-0,47	-0,20	-0,34	-0,19	-0,31	-0,20	-0,05	-0,14	-0,15	0,98	-0,05	0,80	0,01	-1,03	-0,40	-0,31	0,51	0	0	0	0	0	0	0	11180	1	1	2	2	5	1	1	2	4	6	6	12	4	4	0,454	0,498	0,438	0,046	0,102	0,173	0,700	0	0	0	0	0	0	0	0	1	0	1	0	0	3,689	2,944	2,565	0,000	3,100	0,000	2,833	-0,25	-0,47	-0,46	-0,25	-0,10	-0,08	-0,13	-0,26	-0,52	-0,38	-0,55	-0,43	-1,19	-0,27	-0,29	-0,55
obj440	taperecorder	kassettenrekorder	grabadora	registratore	kasetofon	magnó	lu4-in1-ji1	0,96	0,87	0,94	0,96	0,86	0,96	0,66	0,04	0,10	0,02	0,00	0,04	0,00	0,18	0,00	0,03	0,04	0,04	0,10	0,04	0,16	6	10,0	5	5	3	8	6	1,306	1,526	1,123	1,176	0,767	1,295	1,117	0,75	0,69	0,79	0,75	0,86	0,79	0,82	0,15	0,12	0,00	0,02	0,00	0,13	0,00	0,04	0,12	0,17	0,19	0,00	0,04	0,03	0,06	0,08	0,04	0,04	0,14	0,04	0,15	0,94	0,92	0,96	0,96	0,86	0,96	0,85	1017	1365	1336	1259	1603	1316	1908	204	415	443	407	654	415	705	1009	1420	1267	1130	1594	1225	1884	222	422	426	286	646	355	693	1032	1095		1527		1738		1119	1087	1643	1671		1588	2245	1021	1684	1391	1587	1661	1515	1972	6,14	-0,61	-0,60	-0,06	-0,09	0,29	0,06	0,42	-0,08	0,00	0,00	-0,09	-0,08	-0,15	-0,11	-0,17	-0,61	-0,60	0,03	-0,01	0,43	0,17	0,59	0,35	-0,05	1,17	0,49	-0,01	1,44	0,57	2,19	0,83	0,98	0,77	0,89	0,97	0,73	0,87	0,60	-1,02	0,40	-0,40	-0,98	0,72	-0,30	1,59	0,77	0	0	0	0	0	0	0	35631	1	4	6	4	5	4	2	3	12	17	9	12	9	5	0,035	0,002	0,144	0,046	0,067	0,512	0,165	0	0	0	0	0	0	0	1	1	0	0	0	0	1,099	0,000	1,386	1,946	5,350	0,000	2,197	-0,57	-0,45	-0,34	-0,46	-0,80	-0,82	-0,50	-0,53	2,92	2,68	2,25	3,01	2,92	2,88	3,39	2,92
obj441	teapot	kanne	cafetera	teiera	chajnik	teáskanna	cha2-hu2	1,00	1,00	0,92	0,88	0,94	0,90	0,94	0,00	0,00	0,04	0,10	0,04	0,02	0,00	0,00	0,00	0,04	0,02	0,02	0,08	0,06	8	5,0	6	8	3	7	4	2,294	1,419	1,698	1,872	0,616	2,052	1,116	0,44	0,57	0,57	0,61	0,89	0,36	0,70	0,34	0,43	0,00	0,00	0,00	0,58	0,28	0,08	0,00	0,00	0,07	0,00	0,00	0,00	0,14	0,00	0,43	0,32	0,11	0,07	0,02	0,86	1,00	0,57	0,68	0,89	0,93	0,98	1302	1073	1355	1415	1374	1297	1225	568	353	536	621	645	463	454	1085	974	1172	1317	1360	1273	1237	388	305	463	534	670	326	486	1480	1201				1303	1182	1573			2198				1400		1593	1435	1499	1377	1415	5,86	-2,50	-1,22	-1,15	-0,72	0,45	-1,99	-0,07	-1,03	-0,78	-1,00	-1,01	-1,08	-1,28	-0,87	-1,19	-1,72	-0,23	-0,14	0,36	1,73	-1,12	1,12	0,92	0,31	-0,46	0,13	0,70	0,55	0,75	0,12	0,30	0,30	0,43	0,33	0,23	0,26	0,22	0,33	0,02	-0,89	-0,20	0,47	0,29	0,53	-0,21	0,37	0	1	0	0	0	0	0	17625	1	2	2	4	3	2	4	2	6	5	8	6	7	9	0,387	0,498	0,144	0,400	0,537	0,079	0,700	0	0	0	0	1	0	0	1	0	0	0	0	1	1,609	1,386	1,792	0,000	4,000	0,000	3,555	-0,59	-0,57	-0,61	-0,54	-0,51	-0,61	-0,53	-0,73	0,58	0,59	0,72	0,36	0,65	0,75	0,24	0,65
obj442	tear	traene	lágrima	lacrima	s^lza	könny	ian3-lei4	0,96	0,97	0,94	0,96	0,88	0,94	0,98	0,02	0,00	0,04	0,00	0,04	0,00	0,00	0,02	0,03	0,02	0,04	0,08	0,06	0,02	8	10,0	7	8	5	6	11	2,104	1,628	1,403	1,295	1,351	1,887	2,377	0,50	0,66	0,75	0,79	0,73	0,51	0,45	0,08	0,00	0,04	0,02	0,09	0,21	0,02	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,42	0,34	0,21	0,17	0,18	0,28	0,53	0,58	0,66	0,79	0,83	0,82	0,72	0,47	1186	1246	1198	1226	1466	1212	1324	320	323	270	406	434	306	391	1134	1128	1163	1177	1352	1176	1141	182	224	218	399	308	309	246	1044		1226	1190	1569	1251	1154				1834				1278	1470	1317	1391	1874	1248	1484	7,86	-2,14	-0,78	-0,27	0,10	-0,37	-1,26	-1,16	-0,84	-0,62	-0,85	-0,93	-1,00	-0,92	-0,77	-0,79	-1,51	0,06	0,67	1,10	0,55	-0,49	-0,37	0,68	0,55	0,10	0,09	0,17	0,52	0,39	-0,19	0,23	0,18	0,25	0,26	0,24	0,18	0,21	0,30	0,37	-0,15	-0,16	-0,07	0,33	0,19	-0,49	0,25	0	0	0	0	0	0	0	8908	2	1	2	3	3	2	1	2	4	5	7	7	5	5	0,454	0,498	0,344	0,400	0,537	0,173	0,700	0	0	0	0	1	0	0	0	1	0	0	0	0	4,094	3,497	2,996	0,000	4,350	4,025	5,011	0,75	0,64	0,64	0,84	1,06	0,82	0,56	0,61	-0,56	-0,42	-0,60	-0,70	-0,69	-0,54	-0,32	-0,58
obj443	teepee	zelt	casa	tenda	palatka	sátor	zhang4-peng2	0,94	0,97	0,56	1,00	0,88	0,92	0,72	0,02	0,00	0,38	0,00	0,08	0,02	0,22	0,04	0,03	0,06	0,00	0,04	0,06	0,06	4	6,7	12	5	8	4	8	1,116	1,278	2,315	1,074	1,917	0,944	1,246	0,70	0,69	0,21	0,80	0,59	0,80	0,81	0,00	0,21	0,29	0,16	0,05	0,15	0,08	0,02	0,03	0,25	0,00	0,00	0,02	0,00	0,28	0,07	0,25	0,04	0,36	0,02	0,11	0,72	0,93	0,75	0,96	0,64	0,98	0,89	1214	1271	1814	1312	1790	1228	1903	454	515	544	460	740	424	741	1167	1153	2392	1240	1552	1125	1859	453	400	304	398	704	355	789		1438	1673	1619	2172	1530	1918	1763	1354	1671			1551		1292	1906	1621	1528	2129	2581	2213	6,81	-0,90	-0,61	-2,87	0,14	-1,03	0,11	0,37	-0,68	-0,65	-0,70	-0,32	-0,82	-0,63	-0,82	-0,86	-0,26	0,09	-2,55	0,96	-0,41	0,93	1,23	0,92	0,70	0,19	4,78	0,41	1,28	0,20	2,11	1,38	1,49	1,58	0,82	1,54	1,40	1,58	1,26	-0,79	-1,39	3,96	-1,14	-0,12	-1,38	0,85	1,37	0	1	1	1	1	1	1	15294	2	2	1	2	2	3	2	2	6	4	4	5	7	5	0,387	0,227	0,438	0,379	0,269	0,512	0,700	0	0	0	0	0	1	0	0	0	0	0	0	0	0,000	2,398	7,482	2,639	3,750	3,091	0,000	0,20	0,60	0,18	-0,33	0,00	0,30	0,02	0,60	-0,56	-0,72	-0,33	-0,45	-0,41	-0,76	-0,57	-0,58
obj444	teeth	gebiss	dentadura	dentiera	chene	fogsor	ia2-chi3	0,96	1,00	0,98	0,98	0,92	0,98	0,94	0,02	0,00	0,02	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,02	0,08	0,02	0,06	2	3,3	5	3	4	4	4	0,765	0,211	1,307	0,567	1,129	0,729	1,319	0,79	0,97	0,61	0,90	0,76	0,88	0,64	0,00	0,00	0,02	0,10	0,00	0,08	0,28	0,21	0,03	0,00	0,00	0,00	0,04	0,00	0,00	0,00	0,37	0,00	0,24	0,00	0,09	1,00	1,00	0,63	1,00	0,76	1,00	0,92	1009	856	1055	954	1228	972	1026	340	112	298	482	395	241	418	949	851	989	904	1195	957	853	337	111	169	196	345	237	139			723	1397		1014	1138	1237	993				1196				1185		1332		1959	3,62	-0,35	0,78	-0,92	0,59	-0,20	0,46	-0,35	0,00	0,06	-0,13	0,16	-0,10	0,04	-0,07	0,06	-0,42	0,91	-1,08	0,69	-0,23	0,53	-0,41	0,61	-0,33	-0,91	-0,57	-0,87	-0,08	-0,43	-1,11	-0,62	-0,66	-0,57	-0,62	-0,57	-0,70	-0,65	-0,53	0,33	-0,35	0,05	-0,29	0,62	0,22	-0,58	0,35	0	0	0	0	0	0	0	8898	1	1	2	4	3	2	2	2	5	5	9	8	5	6	0,454	0,498	0,144	0,400	0,537	0,512	0,700	0	0	0	0	1	1	0	0	0	0	0	0	1	1,386	1,946	3,367	0,000	3,550	0,000	2,773	-0,53	-0,46	-0,62	-0,66	-0,43	-0,46	-0,46	-0,56	-0,13	0,08	-0,09	-0,44	-0,19	-0,05	-0,06	-0,10
obj445	telephone	telefon	teléfono	telefono	telefon	telefon	dian4-hua4	1,00	0,97	1,00	0,98	0,98	0,98	1,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,02	0,02	0,02	0,00	2	1,7	1	1	1	1	1	0,855	0,047	0,000	0,029	0,029	0,029	0,000	0,72	1,00	1,00	1,00	1,00	1,00	1,00	0,28	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	761	706	730	713	783	687	704	234	120	148	191	139	143	132	752	706	730	713	783	687	704	262	120	148	191	139	143	132	786																					1,24	-0,79	0,95	0,98	1,06	0,97	1,03	1,21	0,77	1,03	0,74	0,74	0,72	0,74	0,73	0,70	-1,83	0,21	0,25	0,34	0,23	0,30	0,50	0,52	-1,26	-1,44	-1,56	-1,59	-1,66	-1,43	-1,59	-1,51	-1,55	-1,52	-1,50	-1,49	-1,48	-1,52	-1,49	0,28	0,07	-0,06	-0,10	-0,18	0,08	-0,10	0,13	0	0	0	0	0	0	0	19758	1	3	3	4	4	3	3	2	9	7	8	8	7	7	0,121	0,200	0,144	0,146	0,269	0,212	0,700	0	0	0	0	0	0	0	0	0	0	0	0	0	4,663	5,263	5,231	5,088	6,400	4,277	6,975	2,51	2,64	2,48	2,60	2,31	2,43	2,61	2,37	1,34	1,17	1,30	1,21	1,28	1,35	1,36	1,51
obj446	telescope	fernrohr	telescopio	cannocchiale	teleskop	távcsöö	uang4-yuan3-jing4	0,98	0,93	0,82	0,86	0,82	1,00	0,94	0,02	0,00	0,12	0,06	0,10	0,00	0,00	0,00	0,07	0,06	0,08	0,08	0,00	0,06	2	5,0	3	3	4	4	2	0,169	1,153	0,600	1,484	1,328	0,938	0,224	0,98	0,71	0,93	0,49	0,63	0,82	0,98	0,00	0,00	0,00	0,00	0,00	0,10	0,02	0,00	0,18	0,00	0,23	0,27	0,08	0,00	0,02	0,11	0,07	0,28	0,10	0,00	0,00	0,98	0,89	0,93	0,72	0,90	1,00	1,00	1035	1290	1207	1192	1427	1102	941	438	653	464	411	641	412	174	1011	1221	1199	1161	1259	1069	931	409	477	436	443	459	370	161						1155	1405		1516		1200	1592	1378		2178	1377	1305	1241	2068			3,29	0,79	-0,49	0,63	-1,30	-0,82	0,19	1,12	0,02	-0,11	0,10	-0,09	0,24	0,16	-0,01	-0,17	0,91	-0,59	0,71	-1,54	-0,98	0,20	1,28	0,89	-0,04	0,44	0,23	0,11	0,16	-0,01	-0,86	0,00	0,01	-0,07	-0,03	-0,01	-0,02	0,01	0,15	-0,05	0,51	0,26	0,12	0,18	-0,01	-1,01	0,31	0	0	0	0	0	1	1	21547	1	3	2	4	4	3	2	3	9	8	10	12	8	6	0,121	0,498	0,144	0,146	0,269	0,512	0,165	0	1	0	0	0	0	0	0	0	0	0	0	1	2,197	1,099	2,197	0,000	2,600	0,000	4,673	-0,60	-0,67	-0,58	-0,61	-0,51	-0,40	-0,54	-0,88	1,18	0,98	1,41	1,03	1,10	1,20	1,42	1,00
